TIME,A,Bb,B,C,C#,D,Eb,E,F,F#,G,Ab
21.130158730,0.787153,0.116551,2.11432,0.0549807,0.257812,1.30857,0.824682,0.459876,0.113209,2.55866,0.337736,0.504626
21.176598639,1.01825,0.165998,1.87494,0.0495239,0.278651,2.1703,0.552849,0.0528006,0.131784,2.64175,0.217677,0.347261
21.223038549,1.56597,0.092526,1.49476,0.0357128,0.3052,2.42699,0.326514,0.0633034,0.116197,2.62759,0.55701,0.0715762
21.269478458,2.05059,0.0152522,1.16902,0.0208519,0.297177,2.87402,0.309779,0.0581161,0.0748949,2.28621,0.726523,0
21.315918367,2.28201,0.0299223,1.04548,0.0721735,0.158082,3.19203,0.300779,0.108176,0.0132684,1.57281,0.662054,0.0261048
21.362358277,2.18225,0.279028,0.965694,0.167454,0.0614652,3.47212,0.133985,0.431891,0.0111643,1.17608,0.401362,0.0472747
21.408798186,2.22107,0.435019,0.864891,0.168534,0.0993981,3.84779,0.0492276,0.51287,0.013002,0.962819,0.0380474,0.0679457
21.455238095,2.12404,0.287961,1.10689,0.0571636,0.0622721,3.88661,0.0405865,0.13463,0.354295,0.986094,0.0634613,0.081751
21.501678005,1.96037,0.14816,1.35292,0.0486138,0.0202592,3.11624,0.0454925,0.015726,0.314043,0.765471,0.349086,0.108803
21.548117914,2.01356,0.17108,1.37274,0.132593,0.106297,2.57712,0.0328441,0.114027,0.367324,0.629161,0.433468,0.4091
21.594557823,2.20614,0.0960477,1.23206,0.103709,0.0202155,2.4929,0.0287214,0.0712052,0.366495,0.897628,0.850216,0.294909
21.640997732,2.31834,0,1.05405,0.00512521,0.0191616,3.30863,0.0276923,0.0330661,0.187497,1.04095,1.05443,0.100527
21.687437642,2.33395,0,1.17704,0,0.0198529,3.73894,0.0126985,0.0285856,0.0880517,0.884352,1.25025,0.141715
21.733877551,1.69673,0,1.552,0,0.058817,3.26819,0.00678927,0.139349,0.234332,0.197925,1.97082,0.158018
21.780317460,0.482585,0,1.95421,0,0.157861,2.75279,0.0195076,0.570246,0.427091,0.0676071,2.6735,0.333328
21.826757370,0.311896,0,2.19263,0,0.122249,2.26397,0.0303629,0.702072,0.295,0.104061,2.95931,0.420076
21.873197279,0.260202,0.00756015,2.37045,0,0.0186169,1.83719,0.220229,0.608443,0.0394006,0.187152,3.05005,0.237615
21.919637188,0.914347,0,2.56211,0,0.0205948,1.73087,0.427554,0.368497,0.05838,0.334954,2.8075,0.00682419
21.966077098,1.19474,0,2.4147,0,0.0286363,1.92674,0.418094,0.521205,0.116656,0.322698,2.43649,0.0093129
22.012517007,1.58075,0,2.08928,0,0.00542868,2.0946,0.386723,0.487172,0.133504,0.0805392,2.18634,0.0100337
22.058956916,1.47731,0.0375656,2.0642,0,0.000466986,2.35348,0.253824,0.197898,0.129096,0.20232,2.34503,0.0891601
22.105396825,1.07023,0,2.34502,0,0,2.37149,0.121247,0.237371,0.0760541,0.394272,2.24147,0.194292
22.151836735,1.11306,0,2.3758,0,0.0081884,2.44807,0.0641529,0.251935,0.0288417,0.589634,2.03863,0.21483
22.198276644,1.28592,0.0576661,2.10406,0,0.0137928,2.41666,0.0997296,0.253734,0.0461608,0.610775,2.18791,0.17105
22.244716553,1.25324,0.095024,1.79497,0,0.0132705,2.35129,0.0555294,0.594121,0.0306504,0.304097,2.83199,0.173283
22.291156463,0.991441,0.0731321,1.60009,0,0.0146928,2.51669,0.0340513,0.872875,0.0152752,0.21836,2.91855,0.09073
22.337596372,0.481634,0.0347457,1.60661,0,0.015059,2.37134,0.0328604,0.989437,0.00528785,0.197957,2.88754,0.0929881
22.384036281,0.184578,0.317471,1.88928,0,0.011874,2.30065,0.0296292,0.762856,0.000960841,0.230748,2.69896,0.114795
22.430476190,0.576266,0.443071,1.80606,0,0.00976574,2.65459,0.0920188,0.268207,0,0.57285,2.3465,0.125656
22.476916100,1.55502,0.210502,1.28013,0,0.00969743,2.98602,0.327862,0.034702,0,0.722973,1.75049,0.124627
22.523356009,2.26023,0,0.670875,0,0.065156,3.25871,0.248472,0.029844,0,0.969157,1.31859,0.0427032
22.569795918,2.43449,0,0.671306,0,0.0624189,3.37594,0.0607691,0.0295904,0,1.55517,0.768208,0.00916173
22.616235828,2.25348,0,0.995621,0,0.0472658,3.40823,0.235367,0.121137,0.0971202,1.75137,0.348204,0.00776748
22.662675737,1.92588,0,1.68798,0.00717508,0.0445212,3.27212,0.434817,0.0516816,0.102449,1.96764,0.246005,0
22.709115646,0.929699,0,2.23247,0.121956,0.0628703,2.98341,0.569632,0.057351,0.073145,2.40182,0.244334,0
22.755555556,0.866708,0,2.53509,0,0.015173,2.55126,0.497808,0.231019,0.0207087,2.60548,0.286622,0.0726018
22.801995465,1.37895,0,2.61481,0,0.00279129,2.42329,0.361865,0.408396,0.0362534,2.46039,0.212618,0.159203
22.848435374,2.04206,0,2.44025,0,0.0074667,2.27456,0.427025,0.16922,0.293365,2.08242,0.0967855,0
22.894875283,1.95528,0,1.78468,0,0.0189613,3.49767,0.212672,0,0.343681,1.6386,0.389714,0
22.941315193,1.94682,0,1.28072,6.42146e-05,0.0237438,3.71643,0.120929,0.0164356,0.169496,1.54876,0.957593,0
22.987755102,1.81071,0.0137862,0.997322,0,0.0240279,3.73662,0.10009,0.0167037,0.1109,1.46585,1.3438,0
23.034195011,1.13807,0.4066,0.472105,0,0.019922,3.61898,0.0862113,0.0714897,0.0404937,1.92032,1.44992,0
23.080634921,0.399156,1.03564,0.148953,0,0.0176678,3.22401,0.201429,0.258005,0.329019,2.04418,1.52479,0
23.127074830,0.407033,0.89108,0.437753,0,0.0214052,2.96295,0.205524,0.263377,0.493131,2.01649,1.56161,0
23.173514739,0.515265,0.58149,1.25149,0,0.0183734,3.13477,0.0419532,0.0393752,0.417371,1.65984,1.57015,0
23.219954649,0.425575,0.50018,1.80197,0.038773,0.0173707,3.10015,0.036215,0.0333519,0.0904257,1.71191,1.18336,0
23.266394558,0.399936,0.326299,1.86414,0.143886,0.0207233,3.0964,0.0347102,0.231711,0.0158636,1.67266,0.726187,0.0954821
23.312834467,0.689083,0.218919,1.76014,0.134751,0.0209995,3.64724,0.032545,0.460964,0.04674,1.32921,0.773944,0.288709
23.359274376,1.35391,0.174292,1.42857,0.0975063,0.017552,3.99044,0.0337125,0.275956,0.0328535,0.773884,0.961484,0.375881
23.405714286,1.55115,0.151594,1.07356,0,0.087201,3.6709,0.0457757,0.12697,0.0246322,0.66416,1.24837,0.361871
23.452154195,1.18076,0,1.331,0,0.0568938,3.16305,0.0687201,0.0308262,0.0188334,0.725019,1.46044,0.65449
23.498594104,0.352929,0,1.93072,0,0.0116324,2.67636,0.209102,0.0047093,0.0747952,0.441578,2.07949,1.00663
23.545034014,0.161474,0.00185879,2.36691,0,0.0229023,2.06925,0.416494,0.00443294,0.0991008,0.175875,2.48546,0.867196
23.591473923,0.485932,0,2.46593,0,0.0302818,1.63722,0.880771,0.0189621,0.0954873,0.365841,2.7351,0.231797
23.637913832,0.729334,0.00625969,2.54632,0,0.0343607,1.50036,1.04221,0.0191632,0.0719025,0.57534,2.57722,0.00392996
23.684353741,0.699818,0,2.63123,0,0.0274182,1.64683,1.12259,0.142168,0.0652542,0.531893,2.5836,0.00609302
23.730793651,0.700982,0,2.65275,0,0.0152843,1.43398,0.718313,0.254246,0.0692025,0.198402,3.02456,0.0012319
23.777233560,0.595223,0,2.7203,0,0.00445163,1.21563,0.27708,0.327636,0.0235225,0.406481,3.22138,0.096468
23.823673469,0,0,2.5364,0.401941,0.0052161,1.25125,0.0465592,0.817027,0.0257654,0.820854,2.89679,0.00380748
23.870113379,0,0.123198,2.65621,0.6831,0.0103289,1.21555,0.0366671,1.07875,0.00406705,1.19275,2.34005,0
23.916553288,0,0.158187,2.59405,0.653367,0.0148714,1.28637,0.041072,1.58625,0.0164578,1.2465,1.537,0.0825543
23.962993197,0.0649363,0.0261657,2.63016,0.516486,0.0153591,1.42159,0.0468728,2.0175,0.00659706,1.34649,1.26086,0.21853
24.009433107,0.298294,0,2.34852,0.111881,0.0164238,1.48915,0.046547,2.21587,0.00161246,1.26214,1.49667,0.285042
24.055873016,0.23146,0,2.18694,0,0.0171795,1.53251,0.0376144,2.19319,0.0124403,1.21187,1.71515,0.244649
24.102312925,0.0938309,0,2.02072,0,0.015893,1.68393,0.0322116,1.99061,0.26316,0.985231,1.76297,0.117697
24.148752834,0.205791,0,1.61014,0,0.0141577,2.33093,0.0298041,1.54495,0.442146,0.811121,1.81851,0.0473909
24.195192744,0.961365,0,1.01419,0,0.0142565,2.76171,0.0351148,0.729659,0.434672,1.05318,1.39293,0.0790517
24.241632653,1.98533,0,0.999892,0,0.0343082,2.98513,0.0400849,0.250297,0.344763,1.29593,0.868003,0.0637481
24.288072562,2.09925,0,1.30514,0,0.0269415,3.01377,0.0479767,0.264991,0.172043,1.26374,0.87014,0.103808
24.334512472,2.14475,0,1.52336,0,0.052719,2.92406,0.0562238,0.324301,0.103145,1.17035,0.783443,0.251152
24.380952381,2.57069,0,0.967892,0,0.616118,2.20432,0.0543068,1.10456,0.0548364,1.45185,0.553206,0.216813
24.427392290,2.22743,0,0.975795,0.0034274,0.631854,1.96616,0.121802,1.80277,0.0555087,1.77934,0.0200649,0.154424
24.473832200,1.5502,0.2447,0.934582,0.054406,0.380568,2.01345,0.174467,1.93317,0,2.18673,0.0500784,0.333478
24.520272109,1.39779,0.602219,0.496394,0.0645097,0.325705,2.01788,0.101829,1.89587,0,2.34093,0.157927,0.373043
24.566712018,2.05317,0.212498,0.143594,0.0139387,0.0393388,2.17746,0.277875,1.52025,0.00494153,2.48993,0.303418,0.0661044
24.613151927,2.12781,0.0817051,0.0437281,0,0.0141355,2.72533,0.305316,1.02173,0.088246,2.22741,0.439455,3.46974e-05
24.659591837,2.22296,0.0933876,0.0122004,0,0.0252855,3.14979,0.142852,0.344149,0.0858086,1.53132,0.780587,0.0369979
24.706031746,2.33076,0.0385909,0.00308163,0,0.0292059,3.5903,0.0153051,0.156241,0.0738586,0.987765,0.786345,0.203559
24.752471655,2.35528,0,0.0370578,0,0.0277881,3.66696,0.0207562,0.0372613,0.0155093,0.854998,0.694873,0.277551
24.798911565,2.30517,0,0.146588,0,0.0217954,3.87121,0.0230244,0.024384,0.00263763,0.816791,0.290842,0.609122
24.845351474,2.2771,0,0.146991,0,0.0189836,3.99859,0.0294201,0.0161701,0.00346913,0.857644,0.198111,0.745133
24.891791383,2.32965,0,0.0650074,0,0.0171527,3.9722,0.0361503,0.0117076,0,0.84953,0.137967,0.0660156
24.938231293,2.33619,0.00216549,0,0,0.0188592,3.25766,0.0821736,0.102719,0,0.79666,0.64459,0.0487014
24.984671202,2.16326,0.0192806,0.068614,0.228104,0.0240929,3.08778,0.399085,0.170948,0,0.443894,0.927565,0.214346
25.031111111,1.86078,0.0204343,0.181974,0.257189,0.02823,3.39956,0.506113,0.0806698,0,0.13039,1.26713,0.172098
25.077551020,1.84639,0,0.282142,0.13034,0.032,3.73971,0.355547,0.0297362,0,0.131871,1.51586,0.00140872
25.123990930,2.05732,0,0.278607,0,0.0325393,3.80631,0.0278335,0.185409,0.0499251,0.0613393,1.60811,0.0288705
25.170430839,1.57639,0,0.849717,0,0.0401425,3.30526,0.00537679,0.733673,0.0640228,0.0691531,1.98508,0.142083
25.216870748,0.973898,0.0241504,1.64306,0,0.0387582,2.72872,0.0471922,1.027,0.100448,0.0742478,1.85456,0.413531
25.263310658,0.464724,0.0502672,2.33418,0,0.150661,2.2115,0.0533554,1.1854,0.0952112,0.105099,1.99238,0.80887
25.309750567,0.344876,0.0302251,2.61715,0,0.0309744,2.18559,0.185535,1.00307,0.0644553,0.0481849,1.84747,1.2385
25.356190476,0.425942,0.0471681,2.64259,0,0,2.09382,0.23894,0.474057,0.0482395,0.196015,1.77476,1.22047
25.402630385,0.987734,0.346684,1.99208,0,0,2.18184,0.0656534,0.250345,0.04298,0.347486,1.68761,1.01302
25.449070295,1.51783,0.425061,1.93981,0,0.00563376,2.46134,0.036113,0.344809,0.120845,0.464201,1.55153,0.188875
25.495510204,1.75737,0.130534,1.77636,0,0.0247737,2.65571,0.00161118,0.586359,0.123365,0.853282,1.62184,0.0541507
25.541950113,1.6595,0.0510496,1.66824,0,0.0269738,2.93729,0,1.05998,0.0950597,0.89555,1.70733,0.111033
25.588390023,1.57945,0.0315694,1.80943,0,0.0237298,3.03866,0.0242229,1.26596,0.0563133,0.790554,1.71464,0.118254
25.634829932,1.52294,0,2.04843,0,0.0124887,3.17497,0.0388338,0.850915,0.00573649,0.510614,1.75348,0.173586
25.681269841,1.67829,0,2.06577,0,0.0122938,2.99393,0.19183,0.382651,0.0027797,0.384276,2.24848,0.105213
25.727709751,1.54928,0,1.9985,0,0.0145075,2.69929,0.230725,0.125826,0.0122393,0.0123201,2.6387,0.0801276
25.774149660,1.29498,0,1.74392,0,0.0520298,2.37263,0.175503,0.656107,0.0102881,0.00908981,2.45924,0.103299
25.820589569,1.39308,0.310477,1.11259,0,0.117215,2.40905,0.0730041,1.24572,0.000989517,0.00450031,1.99182,0.118552
25.867029478,1.57591,0.567449,0.451292,0.0187883,0.016622,2.76832,0.0566368,1.35736,0,0.00789634,1.63821,0.141727
25.913469388,1.87468,0.41776,0.185962,0.118616,0.0183065,3.04422,0.0356973,0.985063,0,0.621844,1.26411,0.103217
25.959909297,2.27061,0,0.300074,0,0.0332907,3.37982,0.0490638,0.412445,0.00214761,1.32718,1.46069,0.0292085
26.006349206,2.26313,0.0112916,0.913678,0,0.040222,3.4774,0.0679241,0.107431,0.146615,1.78449,1.21022,0.289628
26.052789116,1.92298,0.000458795,1.45088,0,0.0422726,3.47696,0.0672237,0.0893704,0.10644,1.96775,0.879261,0.287895
26.099229025,1.68457,0.133622,1.5577,0,0.0372807,3.17486,0.0490932,0.128353,0.111801,1.98913,0.977683,0
26.145668934,1.84114,0,1.61107,0,0.0286401,2.81403,0.0640305,0.0283443,0.103997,2.0088,1.23328,0
26.192108844,2.00634,0,1.91608,0,0.0262751,2.42862,0.0409575,0.0267941,0.0780597,2.08248,1.32596,0
26.238548753,1.89877,0.00330857,2.12838,0,0.133842,2.16978,0.0262167,0.0251943,0.0684121,1.37914,1.43537,0
26.284988662,1.62781,0.0138749,2.02584,0,0.112765,2.27124,0.0904543,0.0287006,0.0591347,0.528933,1.41225,0
26.331428571,1.80357,0.0209601,1.75544,0,0.0100966,2.34744,0.130007,0.028699,0.0198333,0.676976,1.61022,0.0474344
26.377868481,2.07306,0.0267891,1.13964,0,0.0312947,2.50087,0.0398174,0.0247533,0.0431846,0.834966,1.54641,0.351538
26.424308390,1.85914,0.0488448,0.548512,0.037609,0.0139384,2.76458,0.142703,0.0107259,0.162382,1.26129,1.28658,0.163113
26.470748299,1.13436,0.505233,0.490741,0,0.0551666,2.72315,0.32823,0,0.677372,0.983301,1.58696,0.149909
26.517188209,0.477294,1.08306,0.623965,0,0.0413905,2.42074,0.306422,0,0.842327,0.572589,2.04571,0.128299
26.563628118,0.285795,1.36268,0.658757,0.0349222,0.0154982,2.01755,0.305243,0,1.0065,0.481478,2.19746,0.133162
26.610068027,0.189983,1.18726,0.991241,0.161255,0.321847,1.46616,0.713672,0.0306644,0.955309,0.594049,1.95903,0
26.656507937,0.198983,1.07324,1.20859,0.490606,0.10626,1.61425,0.802064,0.115065,0.73157,0.974213,1.20969,0.0558361
26.702947846,0.529734,0.706037,1.23843,0.634088,0.0168401,1.73622,0.831343,0.127953,0.183802,1.2048,0.61967,0.323584
26.749387755,0.876007,0.299942,1.20097,0.476006,0.0152372,2.11226,0.524359,0.0682586,0.114207,0.976997,0.395769,0.360102
26.795827664,1.09359,0.193679,1.18321,0.178989,0.124959,2.51388,0.393893,0,0.137711,0.977322,0.251408,0.136725
26.842267574,1.26325,0.218553,0.838272,0,0.228207,1.9414,0.506777,0.0242051,0.0979971,1.47694,0.243978,0.0197217
26.888707483,1.13383,0.483928,0.906367,0,0.262807,1.77756,0.636784,0.097438,0.139713,1.35614,0.892772,0
26.935147392,1.20118,0.28364,1.17787,0,0.236256,1.62134,0.63665,0.227013,0.150872,0.783577,1.8387,0
26.981587302,0.978838,0.0111521,1.31425,0,0.11341,1.57853,0.599586,0.459311,0.19084,0.362214,2.44542,0.0217361
27.028027211,1.07736,0.0166184,1.45199,0,0.0455195,1.62351,0.815046,0.717129,0.391668,0.196247,2.34398,0.0451475
27.074467120,1.60268,0.100413,1.29729,0,0.0616888,1.82606,1.03807,0.676514,0.0928755,0.18269,1.57337,0.127126
27.120907029,1.76422,0,1.66117,0.0105861,0.00941934,2.18886,0.957885,0.49477,0.0774243,0.268618,0.777541,0.417937
27.167346939,1.80032,0.00540607,2.16613,0.0135574,0.0558941,2.55653,0.812893,0.320485,0.122053,0.533242,0.471167,0.429305
27.213786848,1.64944,0,2.57435,0.0143567,0.140907,2.37077,0.780076,0.651894,0.113863,1.10942,0.402071,0.0297439
27.260226757,1.49242,0,2.59691,0.0161228,0.0489897,2.19621,0.293916,0.959978,0.0787986,0.95002,0.371854,0.0192796
27.306666667,1.29988,0.000782785,2.52254,0.0141445,0,2.16878,0.138229,1.19192,0.0647773,1.03652,0.350571,0.00310403
27.353106576,1.2466,0.00169503,2.73727,0.133677,0,1.69472,0.0281597,1.05363,0.00427039,0.97437,0.854203,0.00209374
27.399546485,0.763786,0.0015771,3.57378,0.0132919,0,1.57037,0.0546724,0.903568,0.114799,0.838738,1.45282,0.024054
27.445986395,0.360021,0.0019099,3.77294,0.0149446,0,1.47289,0.533874,0.844572,0.401229,0.912976,1.44184,0.138318
27.492426304,0.228068,0.00180163,3.51914,0.0168814,0,1.30065,0.767747,1.10319,0.462243,0.78927,1.21621,0.283416
27.538866213,0,0.00168085,2.65424,0.0180197,0,1.34358,0.518795,1.94542,0.322728,0.683489,1.16279,0.196488
27.585306122,0.296611,0.111745,2.15315,0.0409582,0,1.59028,0.358791,2.07856,0.223709,0.449065,1.19753,0.111843
27.631746032,0.755226,0.220797,1.48901,0.221878,0,2.21149,0.0163321,2.62413,0.00618349,0.490745,1.15577,4.19048e-05
27.678185941,1.21019,0.203472,1.39988,0.10808,0.00803991,2.267,0.0441787,2.78974,0.00903289,0.78427,0.811738,3.98509e-05
27.724625850,1.30796,0.0563809,0.917049,0.511726,0,2.71647,0.0599348,2.36717,0.123013,1.19587,0.368438,0.118944
27.771065760,1.16079,0.0013548,0.924258,0.753861,0,2.82194,0.056466,1.96205,0.284434,1.23321,0.409314,0.328713
27.817505669,1.18358,0.0298872,0.92031,0.666,0,2.52272,0.0477171,1.54525,0.260769,1.57442,0.730796,0.238385
27.863945578,1.77678,0.0850633,0.626341,0.060773,0.00192889,2.48857,0.044993,1.00877,0.161604,1.99026,1.2526,0
27.910385488,1.68032,0.0945033,0.681136,0.0545943,0.0303269,2.88815,0.0489682,0.99602,0.212175,1.97707,0.966269,0
27.956825397,1.52768,0.24549,1.15158,0.0280463,0.00212236,2.79043,0.0613985,1.57775,0.11187,1.8317,0.725745,0
28.003265306,0.929285,0.270309,1.13276,0.402154,0,2.2809,0.0598899,2.02029,0.125839,1.3691,1.06836,0.518338
28.049705215,0.250103,0.102894,1.18034,1.18378,0.00777554,1.49507,0.0497411,2.38019,0.137691,1.22684,1.24654,0.771145
28.096145125,0.073174,0.000481123,1.24743,1.93897,0.0152191,1.18798,0.0435419,2.06087,0.130229,0.896106,1.18156,0.826438
28.142585034,0.616988,0.00085998,1.01565,2.38412,0.00318877,1.32072,0.0468574,1.67547,0.0764778,0.678604,1.94147,0.213266
28.189024943,0.778904,0.030563,0.195069,2.63841,0.0362599,1.79973,0.010467,1.34062,0.0614163,0.422307,2.13229,0.210103
28.235464853,0.606317,0,0.177111,2.51229,0.101171,1.7266,0.0653507,1.44386,0.171701,0.320252,2.16526,0.272524
28.281904762,0.786385,0.00172698,0.185157,2.32346,0.0963177,1.56497,0.125066,1.34179,0.127171,0.205432,2.26575,0.315022
28.328344671,0.906242,0.0164312,0.0534469,2.23727,0.0367043,1.60654,0.202209,1.32958,0.20007,0.1046,2.15403,0.0481522
28.374784580,0.335152,0.0971839,0.0828337,1.96963,0.192122,1.90348,0.254393,1.43282,0.47764,0.280462,1.96159,1.13479e-05
28.421224490,0.178426,0.189594,0.492574,1.99708,0.296942,1.56274,0.00357909,1.49077,0.363012,0.110765,2.11907,0.13928
28.467664399,0.162974,0.0634208,0.715714,2.30817,0.186053,1.06767,0.0328428,2.04323,0.0209086,0.192026,2.33018,0.100395
28.514104308,0.189618,0.019375,0.909336,2.26624,0.249476,0.568325,0.0475617,2.33079,0.0274617,0.150448,2.38415,0.0215913
28.560544218,0.416789,0.0229674,0.84191,2.17029,0.179675,0.194524,0.0538452,2.61178,0.0587665,0.196555,2.47865,0.0500754
28.606984127,0.535737,0.015509,0.282289,2.09725,0.258487,0.417763,0.147812,2.39737,0.280106,0.851456,1.89044,0.581126
28.653424036,0.604891,0.109991,0.0390229,1.88722,0.979181,0.547927,0.227339,1.49081,0.771573,1.00056,1.45212,0.342505
28.699863946,0.276897,0.374872,0.184991,1.90596,1.18825,0.450118,0.345402,1.07329,0.869626,1.05435,1.19419,0.317988
28.746303855,0.0273566,0.364036,0.0405183,1.65147,0.884143,0.351048,0.365899,1.1848,0.600689,1.44957,1.45107,0.203357
28.792743764,0.0144249,0.313882,0,1.74529,0.3658,0.419534,0.583474,1.12556,0.135408,1.84933,0.957836,0.0115802
28.839183673,0.00585943,0.42274,0.000389218,1.71179,0.250636,0.117689,0.498028,0.726998,0.185673,1.30859,1.64659,0.15795
28.885623583,0.178438,0.598679,0.395548,1.70703,0.461868,0.0429832,0.379294,1.13011,0.195768,0.243139,2.14296,0.0658893
28.932063492,0.148355,0.4283,0.533293,1.82339,0.423913,0.00659927,0.276411,2.31028,0.203647,0.0967792,2.12446,0
28.978503401,0,0.160989,0.931054,1.7986,0.159738,0.0819984,0.187358,3.10025,0.197698,0.103817,1.86195,0
29.024943311,0,0.0565837,1.12168,1.72486,0.0651713,0.0678443,0.107934,3.02924,0.183826,0.439743,1.93265,0.0209602
29.071383220,0,0,1.05724,1.50148,0.222184,0.0722836,0.263951,2.83655,0.210691,0.229034,2.3385,0.160997
29.117823129,0,0,1.22668,1.56741,0.217971,0.0651433,0.61601,2.47065,0.184387,0.0219573,2.32755,0.0825145
29.164263039,0,0,1.42483,1.56253,0.0261907,0.0689543,0.2547,2.71999,0.414181,0.0896324,2.12869,0.0749394
29.210702948,0,0,1.77365,1.53263,0.126589,0.508533,0.151901,2.89292,0.509215,0.0593332,1.67748,0.194605
29.257142857,0.0457459,0.00037223,2.12597,1.23914,0.044961,1.03227,0,2.76912,0.366829,0.00488368,1.47852,0.778092
29.303582766,0.130288,0.105061,1.76088,1.23175,0.0528485,1.03298,0.111038,2.66319,0.0812247,0.00961673,1.50262,1.09853
29.350022676,0.000118028,0.490435,1.24553,1.01821,0.0438948,0.399324,0.503837,2.50966,0.113439,0.0171556,2.00486,1.06075
29.396462585,0,0.699639,0.666791,1.00529,0.075401,0.0229591,1.02907,2.89447,0.113678,0.0739034,1.76195,0.430632
29.442902494,0,0.76993,0.552973,1.15732,0.0808709,0.0104946,0.758532,3.26175,0.148371,0.110703,1.86501,0.0226651
29.489342404,0,0.51822,0.46003,1.69064,0.0590731,0.0913619,0.278598,3.34382,0.152309,0.195024,1.60467,0.115334
29.535782313,0.189478,0.103898,0.175905,1.61335,0.0367869,1.20826,0.304045,2.79966,0.135735,0.436794,1.48127,0.191797
29.582222222,0.334333,0,0.381676,1.13014,0.0639752,1.71653,0.324827,2.10427,0.110494,0.858228,1.3996,0.262847
29.628662132,0.387827,0.265476,0.618341,0.667539,0.310017,1.6082,0.378935,2.16448,0.103938,0.794297,1.3326,0.454572
29.675102041,0.501614,0.351107,0.777988,0.588691,0.395791,1.02208,0.558763,2.54114,0.110332,0.175569,1.28862,1.29105
29.721541950,0.481029,0.137515,0.504767,0.944524,0.0864118,0.116995,0.822988,3.12394,0.123926,0.0906526,1.06176,1.16637
29.767981859,0.255274,0,0.842843,1.23047,0.187369,0.156136,0.796234,3.07859,0.167168,0.07937,1.24329,1.05378
29.814421769,0.0907259,0,1.01965,1.41943,0.0523253,0.107984,0.630542,2.90107,0.182014,0.0857137,1.59381,0.83471
29.860861678,0.0524201,0.0349969,0.489859,1.13793,0,1.20857,0.385468,2.61492,0.199174,0.397137,1.93518,0.52306
29.907301587,0.0215914,0.0805313,0.0865135,1.07537,0,2.43251,0.00147467,1.8846,0.226737,0.695503,2.16135,0.367899
29.953741497,0.107976,0.0704701,0.141621,0.97669,0.0143445,2.63969,0.0179949,1.55081,0.248293,0.547776,1.98155,0.48204
30.000181406,0,0.0547691,0.74987,1.4014,0.0184244,2.44755,0.0132597,1.85488,0.282374,0.45396,1.48444,0.782693
30.046621315,0,0.660254,0.705678,1.63413,0.030621,1.6921,0.068753,2.57474,0.245294,0.099713,1.59575,0.404031
30.093061224,0.133619,0.929349,0.340503,1.54801,0.0516883,0.975616,0.0319008,2.3179,0.228754,0.0694639,1.62486,0.304837
30.139501134,0.318069,0.862655,0.413672,1.39172,0.111438,0.871278,0.165688,1.99353,0.0894178,0.0114048,1.46825,0.226992
30.185941043,0.320274,0.719331,0.456212,1.47017,0.132332,0.477619,0.123522,2.28504,0.122428,0.0133943,1.95084,0.105694
30.232380952,0.198521,0.291216,0.825589,1.65455,0.0961737,0.0770285,0.0610316,2.42935,0.253894,0.0964509,2.10507,0.0491718
30.278820862,0.0980175,0.181213,1.48979,1.60197,0.0308031,0.0558938,0.330832,2.4308,0.461825,0.281486,1.69067,0.0410669
30.325260771,0.177885,0.0593312,0.903406,1.32948,0.284768,0.388879,0.329074,1.68712,0.751139,0.25992,1.74017,0.245648
30.371700680,0.369577,0.135174,0.617975,0.802556,1.37045,0.465105,0.249745,1.01649,0.775712,0.52994,1.17342,0
30.418140590,0.161259,0.281692,0.162115,1.28497,1.17013,0.274477,0.128298,0.902784,0.450192,1.75909,0.951346,0
30.464580499,0.0788611,0.204146,0.111711,1.56475,0.850398,0.0578056,0.000110672,0.591304,0.203368,2.04742,1.06312,0
30.511020408,0.0274269,0.186569,0.0809243,1.53043,0.68425,0.115396,0.0061732,0.525859,0.323656,1.57358,1.18799,0.0698436
30.557460317,0.229845,0.524741,0.121436,1.46989,0.518085,0.0527579,0.172549,0.75408,0.18093,0.965281,1.22526,0.00900828
30.603900227,0.310309,0.579956,0.308056,0.885076,0.436572,0.059852,0.313808,1.35893,0.172935,0.632535,1.23534,0.0511002
30.650340136,0.0661263,0.4169,0.462345,1.52596,0.558413,0.140613,0.251766,2.43759,0.166184,0.186087,0.801363,0.136216
30.696780045,0.0418311,0.185503,0.478902,1.74033,0.408657,0.00577526,0.0530162,2.78014,0.174181,0.0782422,1.40072,0.308825
30.743219955,0.0511147,0.0200672,0.708008,1.9807,0.229081,0.043313,0.191111,2.83106,0.192149,0.0289875,1.65574,0.272171
30.789659864,0.133555,0.000888536,0.849166,2.01185,0.200679,0.00723547,0.223033,2.7556,0.133135,0.0095392,1.82942,0.326865
30.836099773,0.0682867,0,0.969216,2.07631,0.123631,0.0478894,0.44553,3.13951,0.116168,0.0320027,1.48882,0.320287
30.882539683,0.0628537,0,1.31369,2.1812,0.0155018,0.100377,0.449517,3.3307,0.0549196,0.227995,0.718698,0.409633
30.928979592,0,0.00152001,1.57852,1.37715,0.100556,0.211569,0.0507773,3.28487,0.171367,0.418588,0.619138,0.802314
30.975419501,0,0.0628028,1.34023,1.10378,0.234963,0.312902,0.0361974,3.31482,0.453013,0.368084,0.881783,1.14095
31.021859410,0,0.104571,0.397589,1.80269,0.313897,0.35889,0.0403356,3.16977,0.601712,0.201123,1.17218,1.27653
